airport_code,airport_name,month,year,num_of_flights_total,num_of_delays_carrier,num_of_delays_late_aircraft,num_of_delays_nas,num_of_delays_security,num_of_delays_weather,num_of_delays_total,minutes_delayed_carrier,minutes_delayed_late_aircraft,minutes_delayed_nas,minutes_delayed_security,minutes_delayed_weather,minutes_delayed_total
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2005,35048,1500+,-999,4598,10,448,8355,116423,104415,207467,297,36931,465533
DEN,"Denver, CO: Denver International",January,2005,12687,1041,928,935,11,233,3153,53537,70301,36817,363,21779,182797
IAD,,January,2005,12381,414,1058,895,4,61,2430,NA,70919,35660,208,4497,134881
ORD,"Chicago, IL: Chicago O'Hare International",January,2005,28194,1197,2255,5415,5,306,9178,88691,160811,364382,151,24859,638894
SAN,"San Diego, CA: San Diego International",January,2005,7283,572,680,638,7,56,1952,27436,38445,21127,218,4326,91552
SFO,"San Francisco, CA: San Francisco International",January,2005,10274,798,733,1166,7,114,2816,41570,47705,60380,247,7373,157275
SLC,"Salt Lake City, UT: Salt Lake City International",January,2005,12000,817,564,864,13,270,2525,36252,30557,35977,327,27219,130332
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Febuary,2005,33702,1288,-999,6104,2,399,9195,86876,86698,321969,36,31944,527523
DEN,"Denver, CO: Denver International",Febuary,2005,11480,729,432,581,4,42,1788,33205,26228,16864,271,2781,79349
IAD,"Washington, DC: Washington Dulles International",Febuary,2005,10042,284,631,691,4,28,1639,15573,39840,NA,169,1359,78878
ORD,"Chicago, IL: Chicago O'Hare International",Febuary,2005,25665,794,1222,3132,6,114,5269,50136,72868,164398,208,7256,294866
SAN,"San Diego, CA: San Diego International",Febuary,2005,6543,447,491,671,1,23,1635,21755,28887,20705,44,1285,72676
SFO,"San Francisco, CA: San Francisco International",Febuary,2005,9327,599,457,1010,0,57,2122,30760,27302,NA,6,3178,110995
SLC,,Febuary,2005,12404,645,463,752,10,79,1947,32336,23087,24544,293,4614,84874
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2005,37806,1462,-999,5697,11,423,9431,NA,150766,396191,568,33379,691887
DEN,"Denver, CO: Denver International",March,2005,12979,852,586,530,9,85,2062,40782,35283,15775,351,5265,97456
IAD,"Washington, DC: Washington Dulles International",March,2005,11249,372,724,777,5,43,1921,20587,53667,27186,459,3505,105404
ORD,"Chicago, IL: Chicago O'Hare International",March,2005,28785,1026,1665,3686,9,159,6544,65241,103993,178333,457,11672,359696
SAN,"San Diego, CA: San Diego International",March,2005,7298,464,489,343,3,27,1324,19643,24033,9515,112,1323,54626
SFO,"San Francisco, CA: San Francisco International",March,2005,10532,714,455,923,3,54,2148,35374,27922,51401,118,3802,118617
SLC,"Salt Lake City, UT: Salt Lake City International",March,2005,14115,878,614,820,15,102,2426,38323,27635,31907,606,4760,103231
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,NA,36881,1283,-999,2734,6,316,5748,87994,104417,173772,295,30566,397044
DEN,"Denver, CO: Denver International",April,2005,12275,627,350,440,2,57,1476,31124,19422,13945,44,4215,68750
IAD,"Washington, DC: Washington Dulles International",April,2005,10997,275,517,677,3,32,1508,14163,32723,30587,245,2344,80062
ORD,"Chicago, IL: Chicago O'Hare International",April,2005,27634,811,980,1900,5,93,3786,50443,53496,NA,186,5791,188222
SAN,,April,2005,7091,364,369,343,2,15,1095,15602,15994,10015,59,792,42462
SFO,"San Francisco, CA: San Francisco International",April,2005,10210,532,339,563,9,29,1470,26083,19990,25118,342,1564,73097
SLC,"Salt Lake City, UT: Salt Lake City International",April,2005,13398,590,382,528,8,42,1546,26829,17311,16667,220,2063,63090
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2005,38076,1201,1195,3134,3,278,5813,82828,79428,155827,74,20017,338174
DEN,"Denver, CO: Denver International",May,2005,16211,764,668,694,0,50,2174,37884,38015,22509,0,3730,102138
IAD,"Washington, DC: Washington Dulles International",May,2005,11189,285,649,1049,3,36,2020,15838,40615,34597,70,2591,93711
ORD,"Chicago, IL: Chicago O'Hare International",May,2005,28523,861,1375,2833,3,123,5195,57526,98770,169823,123,9667,335909
SAN,"San Diego, CA: San Diego International",May,2005,7512,411,383,284,3,38,1117,17815,17289,9276,77,3126,47583
SFO,"San Francisco, CA: San Francisco International",May,2005,10954,577,438,1158,1,45,2217,28810,27188,63563,81,3237,122879
SLC,"Salt Lake City, UT: Salt Lake City International",May,2005,13822,601,371,454,4,53,1480,29853,17377,14517,76,3133,64956
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2005,37209,1500+,-999,6892,9,479,10986,119455,134768,343189,390,32914,630716
DEN,"Denver, CO: Denver International",June,2005,16953,1058,1118,993,4,137,3310,57649,74824,40437,122,10065,183097
IAD,"Washington, DC: Washington Dulles International",June,2005,10743,425,1040,1392,3,64,2926,26398,88487,75609,65,5726,196285
ORD,"Chicago, IL: Chicago O'Hare International",June,2005,27756,1374,2329,3726,4,210,7643,92424,165364,205599,139,16946,480472
SAN,"San Diego, CA: San Diego International",June,2005,7574,573,604,440,4,43,1661,26938,32680,15883,200,2974,78675
SFO,"San Francisco, CA: San Francisco International",June,2005,11089,876,737,1288,5,71,2978,48831,47574,56454,208,5393,158460
SLC,,June,2005,13860,788,642,670,7,95,2203,37008,31149,NA,162,5223,98063
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,NA,37584,1500+,-999,8704,14,466,13699,156293,219063,574857,678,38476,989367
DEN,"Denver, CO: Denver International",July,2005,17989,1195,1141,863,3,121,3323,67702,78077,32694,124,8515,187112
IAD,"Washington, DC: Washington Dulles International",July,2005,11152,442,1170,1548,7,79,3245,27971,97189,86274,217,6752,218403
ORD,"Chicago, IL: Chicago O'Hare International",July,2005,28283,1500+,2241,3547,9,213,7641,121159,181764,237346,443,17190,557902
SAN,"San Diego, CA: San Diego International",July,2005,7862,664,675,359,2,70,1769,33005,39105,14402,57,4912,91481
SFO,"San Francisco, CA: San Francisco International",July,2005,11579,896,723,826,5,93,2548,49421,50665,39209,128,6918,146341
SLC,"Salt Lake City, UT: Salt Lake City International",July,2005,14472,809,733,606,8,101,2257,39224,38201,22061,171,6457,106114
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",August,2005,37886,1500+,-999,8440,11,381,12861,140274,154147,487160,459,28593,810633
DEN,"Denver, CO: Denver International",August,2005,17827,1013,788,753,9,120,2682,50588,44658,27912,411,8388,131957
IAD,"Washington, DC: Washington Dulles International",August,2005,11064,393,763,922,6,54,2133,21463,52261,33574,184,3582,111064
ORD,"Chicago, IL: Chicago O'Hare International",August,2005,28662,1273,1663,2422,12,163,5533,76496,100348,120036,533,11190,308603
SAN,"San Diego, CA: San Diego International",August,2005,7946,611,571,388,7,49,1629,27822,27741,13411,346,3384,72704
SFO,"San Francisco, CA: San Francisco International",August,2005,11598,797,683,1078,11,69,2638,41615,41956,51040,355,4717,139683
SLC,"Salt Lake City, UT: Salt Lake City International",August,2005,14630,822,684,602,17,82,2206,39182,33107,19181,438,5536,97444
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",September,2005,33631,1247,977,2374,8,127,4731,84909,48728,76158,199,6153,216147
DEN,"Denver, CO: Denver International",September,2005,16297,611,461,515,3,42,1632,33657,24519,15970,175,2736,77057
IAD,"Washington, DC: Washington Dulles International",September,2005,9398,231,357,527,0,19,1134,12036,21710,15985,11,1552,51294
ORD,"Chicago, IL: Chicago O'Hare International",September,2005,27474,830,1262,2500,6,119,4717,53005,77123,129495,144,9102,268869
SAN,"San Diego, CA: San Diego International",September,2005,7451,414,419,420,3,31,1286,NA,17110,12249,119,1607,47963
SFO,"San Francisco, CA: San Francisco International",September,2005,10765,660,417,1084,8,42,2212,31232,23699,45912,261,2031,103135
SLC,"Salt Lake City, UT: Salt Lake City International",September,2005,13720,613,432,550,4,41,1641,29844,16681,16287,141,2775,65728
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",October,2005,35282,1288,1402,4520,8,276,7493,84911,82014,204257,452,17084,388718
DEN,"Denver, CO: Denver International",October,2005,16498,706,590,526,4,51,1876,36179,41825,17897,86,4676,100663
IAD,"Washington, DC: Washington Dulles International",October,2005,9262,317,479,635,1,16,1447,17936,29914,19606,65,1182,68703
ORD,"Chicago, IL: Chicago O'Hare International",October,2005,29083,985,1101,1368,5,79,3538,55588,65317,61542,221,6400,189068
SAN,"San Diego, CA: San Diego International",October,2005,7641,478,495,308,3,37,1321,19788,21984,9451,124,2341,53688
SFO,"San Francisco, CA: San Francisco International",October,2005,11104,676,516,904,5,37,2134,30973,32199,44132,79,2453,109836
SLC,"Salt Lake City, UT: Salt Lake City International",October,2005,13962,570,449,372,9,48,1446,25504,19691,11724,476,3389,60784
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",November,2005,33063,1466,-999,4100,3,314,7140,98262,87043,238063,207,24257,447832
DEN,"Denver, CO: Denver International",November,2005,15317,692,590,576,4,49,1913,32958,29347,16547,161,3472,82485
IAD,"Washington, DC: Washington Dulles International",November,2005,7408,261,307,435,2,18,1021,15385,22699,14651,56,1008,53799
ORD,"Chicago, IL: Chicago O'Hare International",November,2005,28453,1096,1602,3646,3,118,6466,68777,100887,206610,128,7358,383760
SAN,"San Diego, CA: San Diego International",November,2005,7239,389,327,238,0,22,976,14844,14822,6803,12,1766,38247
SFO,"San Francisco, CA: San Francisco International",November,2005,10584,674,473,1284,6,56,2495,33260,30527,63572,199,4318,131876
SLC,"Salt Lake City, UT: Salt Lake City International",November,2005,12970,650,469,735,10,83,1947,NA,21458,21904,305,3855,75354
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",December,2005,33632,1500+,-999,4898,12,509,9899,130387,139313,255257,479,33154,558590
DEN,"Denver, CO: Denver International",December,2005,16404,1500+,1183,1333,11,145,4293,79791,73731,43131,249,9461,206363
IAD,"Washington, DC: Washington Dulles International",December,2005,7494,408,550,471,1,36,1466,NA,32991,14510,120,2706,72899
ORD,"Chicago, IL: Chicago O'Hare International",December,2005,29229,1500+,2586,4713,17,292,9479,114235,168738,303125,674,22736,609512
SAN,"San Diego, CA: San Diego International",December,2005,7590,643,620,485,9,58,1810,27572,30286,16010,282,3242,77392
SFO,"San Francisco, CA: San Francisco International",December,2005,10972,911,766,2505,6,119,4307,46898,60349,194437,325,9636,311645
SLC,"Salt Lake City, UT: Salt Lake City International",December,2005,11469,1022,840,584,29,166,2644,42784,42255,18738,842,9201,113820
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",January,2006,33274,1500+,1506,4563,7,401,8109,116197,122615,NA,203,32153,548821
DEN,"Denver, CO: Denver International",January,2006,17971,1155,909,816,4,75,2958,51783,57858,25430,174,4783,140028
IAD,"Washington, DC: Washington Dulles International",January,2006,6917,439,577,395,4,46,1458,27700,43858,15582,204,3871,91215
ORD,"Chicago, IL: Chicago O'Hare International",January,2006,30828,1308,1849,3820,9,188,7177,80222,133127,-999,309,15707,441216
SAN,"San Diego, CA: San Diego International",January,2006,7598,465,435,303,3,44,1251,19616,23615,10164,53,2345,55793
SFO,"San Francisco, CA: San Francisco International",January,2006,10727,889,533,1205,7,60,2693,42563,35127,58969,253,4036,140948
SLC,"Salt Lake City, UT: Salt Lake City International",January,2006,11423,795,587,455,11,109,1954,35048,27085,12964,251,5243,80591
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Febuary,2006,30438,1352,-999,4880,9,342,8013,91889,84771,234197,412,21941,433210
DEN,"Denver, CO: Denver International",Febuary,2006,16751,1147,1148,1423,10,113,3839,61140,71227,49770,491,7119,189747
IAD,"Washington, DC: Washington Dulles International",Febuary,2006,7078,389,560,248,6,32,1233,24596,36910,8615,260,2253,72634
ORD,"Chicago, IL: Chicago O'Hare International",Febuary,2006,28150,1239,1744,3396,10,158,6545,77144,121135,189556,506,10168,398509
SAN,"San Diego, CA: San Diego International",Febuary,2006,6962,520,584,558,6,72,1740,22801,30032,22548,147,4974,80502
SFO,"San Francisco, CA: San Francisco International",Febuary,2006,9742,757,645,1573,4,66,3048,NA,40924,NA,191,4435,161355
SLC,"Salt Lake City, UT: Salt Lake City International",Febuary,2006,10375,789,626,675,16,96,2200,35886,31434,21827,587,5123,94857
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",March,2006,34988,1500+,1596,4458,13,286,7870,92476,82823,194182,1024,15803,386308
DEN,"Denver, CO: Denver International",March,2006,19193,1331,1743,1369,5,172,4622,64958,112207,47796,122,13720,238803
IAD,"Washington, DC: Washington Dulles International",March,2006,8256,439,566,310,8,31,1353,24028,38109,15173,247,2199,79756
ORD,"Chicago, IL: Chicago O'Hare International",March,2006,31685,1419,2471,5514,8,197,9608,91823,186028,402761,314,15529,696455
SAN,"San Diego, CA: San Diego International",March,2006,7882,637,654,571,8,25,1897,27051,33396,18145,355,1789,80736
SFO,"San Francisco, CA: San Francisco International",March,2006,10964,932,964,2150,12,55,4117,44277,70775,120625,573,3833,240083
SLC,"Salt Lake City, UT: Salt Lake City International",March,2006,11997,911,912,610,24,180,2636,40020,54490,20913,733,14383,130539
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",April,2006,33251,1500+,-999,3775,39,317,7104,99162,84534,172490,4949,19977,381112
DEN,"Denver, CO: Denver International",April,2006,18308,917,992,773,11,49,2744,NA,54348,24260,585,2937,129465
IAD,"Washington, DC: Washington Dulles International",April,2006,7963,371,650,335,1,34,1389,17816,43751,13154,20,1688,76429
ORD,"Chicago, IL: Chicago O'Hare International",April,2006,30698,1248,2252,3978,2,157,7637,82190,149278,266814,84,11741,510107
SAN,"San Diego, CA: San Diego International",April,2006,7468,564,614,457,6,25,1667,23750,29410,14267,141,2278,69846
SFO,"San Francisco, CA: San Francisco International",April,2006,10824,764,771,1818,7,54,3413,39953,45559,97933,437,2943,186825
SLC,"Salt Lake City, UT: Salt Lake City International",April,2006,11402,560,543,311,6,67,1486,27703,27146,10156,299,3735,69039
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May,2006,34291,1500+,-999,3988,8,341,7534,96728,91200,169093,271,18692,375984
DEN,"Denver, CO: Denver International",May,2006,19932,938,1157,955,8,56,3114,50562,69283,29422,334,4280,153881
IAD,"Washington, DC: Washington Dulles International",May,2006,8085,426,710,361,3,27,1525,23489,46136,13124,79,2287,85115
ORD,"Chicago, IL: Chicago O'Hare International",May,2006,31976,1390,2507,4881,2,211,8995,95276,186237,383262,90,19263,684128
SAN,"San Diego, CA: San Diego International",May,2006,7896,469,532,308,3,34,1343,19743,25525,10378,174,1490,57310
SFO,"San Francisco, CA: San Francisco International",May,2006,11105,772,775,758,7,34,2347,37492,45027,28625,153,2025,113322
SLC,"Salt Lake City, UT: Salt Lake City International",May,2006,11783,481,402,239,5,36,1163,24063,20179,7039,143,2032,53456
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",June,2006,33787,1500+,2276,3086,8,638,8470,166260,160781,184943,512,46773,559269
DEN,"Denver, CO: Denver International",June,2006,20096,1301,1489,1171,11,109,4082,69938,97045,46100,461,8522,222066
IAD,"Washington, DC: Washington Dulles International",June,2006,7838,623,903,604,3,54,2188,NA,91872,33278,141,4900,176243
ORD,"Chicago, IL: Chicago O'Hare International",June,2006,31286,1500+,3219,2927,12,216,8121,116084,229989,165308,393,18670,530444
SAN,"San Diego, CA: San Diego International",June,2006,7893,573,656,374,12,41,1656,25027,33365,13567,332,3166,75457
SFO,"San Francisco, CA: San Francisco International",June,2006,11128,961,1011,1062,8,64,3107,47748,61951,46523,574,5572,162368
SLC,"Salt Lake City, UT: Salt Lake City International",June,2006,12155,744,683,412,11,78,1926,35395,34642,NA,297,5002,89041
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",July,2006,35419,1500+,-999,2757,6,539,8836,180568,153962,117474,385,33402,485791
DEN,"Denver, CO: Denver International",July,2006,20934,1344,1617,1070,7,120,4157,78197,113705,42388,145,8864,243299
IAD,"Washington, DC: Washington Dulles International",July,2006,8018,690,957,577,3,64,2292,NA,85806,27743,95,5981,167129
ORD,"Chicago, IL: Chicago O'Hare International",July,2006,31890,1500+,3136,3339,6,235,8457,123105,233264,239564,236,21497,617666
